avatar,country,countryCode,date,isVerified,position,productAsin,ratingScore,reviewDescription,reviewImages/0,reviewImages/1,reviewImages/2,reviewImages/3,reviewImages/4,reviewImages/5,reviewImages/6,reviewImages/7,reviewImages/8,reviewReaction,reviewTitle,reviewUrl,reviewedIn,username,variant
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-07-31,TRUE,1,B00B5CLW72,5,I wear it every day love it,,,,,,,,,,,I love it,https://www.amazon.com/gp/customer-reviews/RUD56ZL6C7BIT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on July 31, 2022",Patricia Richey,Ring Size: 8.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2014-01-02,TRUE,2,B00B5CLW72,4,"I was a little concerned when I was preparing to purchase this ring because the price was very reasonable and there were no reviews on it, which I take very seriously when making a purchase. I decoded to take a chance on it because Amazon has excellent customer service who I was fairly sure would take care of the issues, should any arise.The ring arrived very quickly as promised. I received it in 2 days, and it came in protective shipping packaging. The ring was a hit with my girlfriend; it's gorgeous, just as pictured. It's very sparkly and the contrasting colors on it are beautiful. The only reason I didn't give this ring 5 stars is because the ring didn't come in a ring box or anything. The presentation was a little lacking. It comes in a ziplock bag, inside of a pouch, in a little cardboard box. It would've been much more elegant looking in a velvet ring box, even if the price were in creased by a few dollars. That small issue aside though, the ring is gorgeous and was a perfect gift!!",,,,,,,,,,17 people found this helpful,Beautiful Gift!!,https://www.amazon.com/gp/customer-reviews/R2YGJ1ME64L3Y4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on January 2, 2014",BrandyJ.,Ring Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-03-29,TRUE,3,B00B5CLW72,5,Beautiful and stunning. Looks great on finger without being to high.,,,,,,,,,,,Exactly as described,https://www.amazon.com/gp/customer-reviews/R1XRE7AGA8AOXU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on March 29, 2022",Flychic2512,Ring Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-08-04,TRUE,4,B00B5CLW72,5,Love this ring. I was so pleased when I received it. It has become one of my very favorite rings. Beautifully made and just the right size for my small hands. I highly recommend this store!,,,,,,,,,,,Favorite Ring,https://www.amazon.com/gp/customer-reviews/R3HBBQQAZMBDYS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on August 4, 2021",Amazon Customer,Ring Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-02-15,TRUE,5,B00B5CLW72,5,"It's precious! My husband got this for me for Valentine's day and I absolutely love it! I don't wear jewelry often but I will be wearing this one daily.My favorite features is that it is dainty, not bulky. It is also very sparkly and shiny. The contrast between the clear and black stones really make the piece!I would recommend this particular piece of jewelry.",,,,,,,,,,One person found this helpful,Sparkly Piece,https://www.amazon.com/gp/customer-reviews/RAIIGQYBLAMJP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on February 15, 2019",Pierre Suter,Ring Size: 6.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-03-17,TRUE,6,B00B5CLW72,5,My wife loves it excellent quality she wears it between her two wedding rings,https://images-na.ssl-images-amazon.com/images/I/71r-SR-FjWL._SY88.jpg,,,,,,,,,,Fits perfect,https://www.amazon.com/gp/customer-reviews/R2R7B2DBUU2G0D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on March 17, 2021",Bruce Bruce,Ring Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-04-13,TRUE,7,B00B5CLW72,3,"Ordered a size 7, sent wrong size. Thankfully it fits my pinky. Gonna get it resized. Other than that, very cute",https://images-na.ssl-images-amazon.com/images/I/71PdwunteTL._SY88.jpg,,,,,,,,,2 people found this helpful,Sent wrong size,https://www.amazon.com/gp/customer-reviews/R2SJF71GM4A72B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on April 13, 2021",Haley FortuneHaley Fortune,Ring Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-02-18,TRUE,8,B00B5CLW72,5,The ring I received was just as the photos showed it’s elegant and my girlfriend loves the ring! It’s only been a few days but I will update later. I am very very pleased with this purchase! If you are on the fence about this as I was I would recommend buying you won’t be disappointed!,,,,,,,,,,One person found this helpful,Very nice ring exactly what was promised!,https://www.amazon.com/gp/customer-reviews/R2MFBKRU9LD3SQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on February 18, 2019",DRyden,Ring Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-02-21,TRUE,9,B00B5CLW72,5,Ring is true to the pic on the site!!! Beautiful!!,,,,,,,,,,,Beautiful!!,https://www.amazon.com/gp/customer-reviews/RNLUG4OTXV8GG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on February 21, 2021",Teri simony,Ring Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-03-22,TRUE,10,B00B5CLW72,4,"Beautiful ring, very dainty. I would have given 5 stars if it was just a little bit bigger",https://images-na.ssl-images-amazon.com/images/I/717JENe4ikL._SY88.jpg,,,,,,,,,3 people found this helpful,Dainty beautiful ring,https://www.amazon.com/gp/customer-reviews/R2SEVZFJPGMDE9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BV5NPSP,"Reviewed in the United States on March 22, 2019",LindaLinda,Ring Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-05-05,TRUE,1,B0776W7SYR,5,This is a beautiful pieceGood buyFast delivery,,,,,,,,,,,The wife loves it,https://www.amazon.com/gp/customer-reviews/R2GJPEX89O9CXF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on May 5, 2023",uncannyjerm,Metal Type: Yellow GoldRing Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-04-05,TRUE,2,B0776W7SYR,5,"Perfect, my fiance was more than happy with the ring :)David",https://m.media-amazon.com/images/I/71s3Ijht2ML._SY88.jpg,,,,,,,,,,As Advertised & Promised,https://www.amazon.com/gp/customer-reviews/R18R0WQ4GPJQ0X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on April 5, 2023",David J BlanchardDavid J Blanchard,Metal Type: Yellow GoldRing Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-02-01,TRUE,3,B0776W7SYR,5,Ring was exactly how it was described I’m a satisfied customer again this is my second ring purchase from them they do not disappoint,https://m.media-amazon.com/images/I/61A5t453czL._SY88.jpg,https://m.media-amazon.com/images/I/61yIux5UQvL._SY88.jpg,,,,,,,,One person found this helpful,Beautiful Ring ! This is my second ring purchased from Houston Diamonds very pleased again,https://www.amazon.com/gp/customer-reviews/RFKA01Z7YRUFB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on February 1, 2023",Lynda PaulLynda Paul,Metal Type: Yellow GoldRing Size: 4.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-11-16,TRUE,4,B0776W7SYR,5,This is a beautiful ring my wife loves it and the price was great too. this is my third ring from this company and all three of them are well worth the money I spent on them.,,,,,,,,,,One person found this helpful,Beautiful ring,https://www.amazon.com/gp/customer-reviews/R3J8M9JSXVOCVI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on November 16, 2022",Robert Brown,Metal Type: White GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-04-30,TRUE,5,B0776W7SYR,5,"I proposed to my fiancé with a Palm Beach Jewelry 18K Yellow Gold-Plated Round Cubic Zirconia Solitaire Engagement Ring because I wanted her to have input on the ring she was going to wear forever. We then went to local jewelry stores and did not see anything we liked and they were 2-4 times the price of this one.So we started looking online and wasn't having much success there either. So by chance I thought, I wonder if Amazon has anything? Within a few minutes we came across this one and we both immediately liked it. I was a little nervous spending that much online without seeing it in person, but I felt at least I had the backing of Amazon here.I also called the Houston Diamond District directly, which I would suggest you do also before making your purchase as they will also put you at ease and answer your questions. They shipped it FedEx with signature required so you will have to make sure you are available the day of delivery which only takes 2 days upon their receipt of the order, which may take a day or two as Amazon has to review and approve it because of the cost involved.I received the ring on the date expected and upon opening it, it was so much nicer that the picture. Even the picture I am posting doesn't do it justice. The very next day I took it to an independent appraiser who put the value of it just over twice what it cost me and received a certificate stating that which is what I used for the insurance I got for it. Once they gave me their appraisal, I then showed them the certificate that came with the ring and they told me I got a really good deal and it is a well made ring.I am completely happy with my purchase and so it my fiancé.They also have matching bands where you get get just one, or actually two to capture each side on the ring. I initally got one for the wedding, but then got the second one that really looks good.",https://images-na.ssl-images-amazon.com/images/I/71hsIEQz3yL._SY88.jpg,,,,,,,,,7 people found this helpful,This is a beautiful Engagement Ring,https://www.amazon.com/gp/customer-reviews/R17QUUPJH8H97Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on April 30, 2019",BuckyBucky,Metal Type: Yellow GoldRing Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-08-20,TRUE,6,B0776W7SYR,5,"Beautiful ring! Worth every penny for my future fiancé, Houston diamond company really does diamonds and gold exceptionally! Great customer service, everything you expect from a purchase of this caliber. Included ring box and appraisal papers from the company itself. Would highly recommend anyone looking for a ring to give them your business ring came very Shiney and ready for my big day! Thanks to everyone involved at Houston.",https://m.media-amazon.com/images/I/D1SauP7FwnS._SY88.jpg,https://m.media-amazon.com/images/I/D1uHktFI+AS._SY88.jpg,https://m.media-amazon.com/images/I/D1zaVtAfWTS._SY88.jpg,,,,,,,3 people found this helpful,Worth it! Great customer service!,https://www.amazon.com/gp/customer-reviews/R1Q7QKC8DHI2X7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on August 20, 2021",TrevorTrevor,Metal Type: Rose GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-12-21,TRUE,7,B0776W7SYR,5,"Absolutely beautiful ring. For the diamond ignorant like me, it has tons of sparkle and the 1.6ct ring is impressive in size! For the guys, if you’re going to spend a ton of money on something so useless to us, it better make her happy. My fiancé looks at it and smiles at least 2-3 times a week and shows it off constantly. There ya go.",https://images-na.ssl-images-amazon.com/images/I/51nf474zfML._SY88.jpg,https://images-na.ssl-images-amazon.com/images/I/61rTeFLvAVL._SY88.jpg,,,,,,,,8 people found this helpful,"If she’s happy, I’m happy.",https://www.amazon.com/gp/customer-reviews/R1JJ337UKSBQ9W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on December 21, 2019",Sam WorthSam Worth,Metal Type: Rose GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-12-04,TRUE,8,B0776W7SYR,5,Absolutely beautiful!!!,,,,,,,,,,3 people found this helpful,Love this!,https://www.amazon.com/gp/customer-reviews/RCEBCWTN2FDSX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on December 4, 2019",Taylor,Metal Type: Rose GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-01-07,FALSE,9,B0776W7SYR,5,Loved it. Just wish I knew what wedding band to buy. Would love the matching set,https://m.media-amazon.com/images/I/61hwRfkPggL._SY88.jpg,,,,,,,,,,Wedding band,https://www.amazon.com/gp/customer-reviews/R5VX6TYD38W57/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on January 7, 2023",LisaLisa,Metal Type: Yellow GoldRing Size: 6.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-08-30,TRUE,10,B0776W7SYR,5,Beautiful,,,,,,,,,,One person found this helpful,This ring and the diamonds are worth every penny. First time I'm able to say that in along time.,https://www.amazon.com/gp/customer-reviews/R2EW5J4ZPCXARQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0775Z7BZZ,"Reviewed in the United States on August 30, 2022",Richard M.,Metal Type: Yellow GoldRing Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-04-25,TRUE,1,B01M2D11ZZ,5,"My fiancee has had the worst experiences with retailers (JCPenney,Kay,Jared,Zales) trying to order my ring that was supposed to be a surprise. We ordered, got charged and after WEEKS of different stories we eventually were told the order was never coming. I know with Covid19 times are tough but we are all forced to be ourselves and he chose this time to make our engagement official. HUGE THANK YOU to Houston Diamond District, the day after we placed our order the item is already on its way and is a MUCH more beautiful and authentic ring for less price than all of those other retailers. **UPDATE** the ring arrived a day early and is even more beautiful in person than in the pictures. Thank you so much again to Houston Diamond District we cannot wait to place our next order of matching wedding bands soon. I wish I could give you more than 5 stars! This bride to be is extremely happy",,,,,,,,,,5 people found this helpful,THANK YOU!,https://www.amazon.com/gp/customer-reviews/R33G2MLB921UBU?ASIN=B01M35JQ3K,"Reviewed in the United States on April 25, 2020",Francis Burgess,Metal Type: White GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-12-24,TRUE,2,B01M2D11ZZ,5,Very happy thank you,https://m.media-amazon.com/images/I/717eqbCh1HL._SY88.jpg,,,,,,,,,4 people found this helpful,Very nice,https://www.amazon.com/gp/customer-reviews/R335EA7UUXYY15?ASIN=B01M35JQ3K,"Reviewed in the United States on December 24, 2021",JJ,Metal Type: White GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-03-25,TRUE,3,B01M2D11ZZ,5,"My fiancee sent me lots of pictures and we went ring shopping to get a feel for what she liked. I wanted to get her a ring she would love without spending a ridiculous amount (not that she's not worth it, but she would have been annoyed if I spent all our money on a ring). She absolutely loved this ring! Highly recommend!",,,,,,,,,,5 people found this helpful,She loved it!,https://www.amazon.com/gp/customer-reviews/R1JU222D6I2RKQ?ASIN=B01M35JQ3K,"Reviewed in the United States on March 25, 2019",TW,Metal Type: White GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-05-05,TRUE,4,B01M2D11ZZ,3,"This ring was beautiful, but the band was thinner than I wanted/was hoping for. Also, the diamond sticks up really high which is a negative for me. I don't want it to be constantly catching on things. It also turned out to be way too loose on me. (I ordered the size 7.5 after comparing to another ring I have.) So I am not sure the sizing is accurate. I returned this ring.",,,,,,,,,,One person found this helpful,"Beautiful, but not quite what I'm looking for",https://www.amazon.com/gp/customer-reviews/R2ZB7OFXQVZAQG?ASIN=B01M35JQ3K,"Reviewed in the United States on May 5, 2020",Isaac Treadway,Metal Type: White GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-02-23,TRUE,5,B01M2D11ZZ,4,Nice looking though I thought the crown stuck up a little too high,,,,,,,,,,One person found this helpful,Good purchase,https://www.amazon.com/gp/customer-reviews/R2NKG5SY26QQRR?ASIN=B01M35JQ3K,"Reviewed in the United States on February 23, 2019",Shot townsend,Metal Type: White GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2017-10-27,TRUE,6,B01M2D11ZZ,5,Beautiful ring.,,,,,,,,,,,Five Stars,https://www.amazon.com/gp/customer-reviews/R151TN245RKLKM?ASIN=B01M35JQ3K,"Reviewed in the United States on October 27, 2017",Amazon Customer,Metal Type: White GoldRing Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2016-12-06,TRUE,7,B01M2D11ZZ,5,Quality was better than the expected.,,,,,,,,,,One person found this helpful,Five Stars,https://www.amazon.com/gp/customer-reviews/RFRTIXUKXB8A?ASIN=B01M35JQ3K,"Reviewed in the United States on December 6, 2016",Amazon Customer,Metal Type: White GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2016-12-13,TRUE,8,B01M2D11ZZ,5,A very beautiful ring,,,,,,,,,,One person found this helpful,Five Stars,https://www.amazon.com/gp/customer-reviews/R4OK0M01IF0X?ASIN=B01M35JQ3K,"Reviewed in the United States on December 13, 2016",Karin Small,Metal Type: yellow-goldRing Size: 9.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-05-15,TRUE,1,B016V70IGG,5,Perfect gift for our 4th anniversary.She loved it.,,,,,,,,,,,Perfect gem,https://www.amazon.com/gp/customer-reviews/RVYWXW6MZV1XX?ASIN=B016TMQRXQ,"Reviewed in the United States on May 15, 2023",Shaun G,Metal Type: White GoldRing Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-03-17,TRUE,2,B016V70IGG,5,"I thought it would be a little to small,butan was I happy when I saw it in person. Can't wait to give it to her. Super stoked now! Thank you Houston Diamond District!",,,,,,,,,,4 people found this helpful,Thank you Houston Diamond District!,https://www.amazon.com/gp/customer-reviews/R3U11T6F0QGR0M?ASIN=B016TMQRXQ,"Reviewed in the United States on March 17, 2020",Standaman,Metal Type: White GoldRing Size: 8.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-05-01,TRUE,3,B016V70IGG,5,"the stone is small, but very pretty and well cut. Does the job for those with lower budget.",,,,,,,,,,2 people found this helpful,Beautifu,https://www.amazon.com/gp/customer-reviews/RE168ILAWPKS1?ASIN=B016TMQRXQ,"Reviewed in the United States on May 1, 2020",happygolky,Metal Type: White GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-04-30,TRUE,4,B016V70IGG,5,Was very pleased when I received my ring early very pretty nice shine very happy with it,,,,,,,,,,2 people found this helpful,Very nice ring,https://www.amazon.com/gp/customer-reviews/R13TREX395FA46?ASIN=B016TMQRXQ,"Reviewed in the United States on April 30, 2020",matthew southard,Metal Type: White GoldRing Size: 5.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-01-04,TRUE,5,B016V70IGG,5,Fiancee loves it! She doesn't like big gaudy jewelry and this is the perfect balance. The diamond looks great!,,,,,,,,,,3 people found this helpful,Great value,https://www.amazon.com/gp/customer-reviews/R1IRT9RYIIM54W?ASIN=B016TMQRXQ,"Reviewed in the United States on January 4, 2020",Amazon Customer,Metal Type: White GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-06-16,TRUE,6,B016V70IGG,5,"The product was perfect, item came as described and was in great condition. Nothing to really complain about",,,,,,,,,,One person found this helpful,Great Company and great products,https://www.amazon.com/gp/customer-reviews/R1SUZDNDCQSIB2?ASIN=B016TMQRXQ,"Reviewed in the United States on June 16, 2019",Chuy,Metal Type: White GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-07-16,TRUE,7,B016V70IGG,5,Great quality. Very fast shipping. She loves it,,,,,,,,,,4 people found this helpful,Very beautifully made. The wife of 15 yrs loves it,https://www.amazon.com/gp/customer-reviews/R1AOH2LU8YNT02?ASIN=B016TMQRXQ,"Reviewed in the United States on July 16, 2019",adam charpentier,Metal Type: White GoldRing Size: 4
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2017-06-15,TRUE,8,B016V70IGG,5,This ring is very beautiful and my girl loves it and they were very fast ar responding to my questions in email......great buy...,,,,,,,,,,,This ring is very beautiful and my girl loves it and they were very ...,https://www.amazon.com/gp/customer-reviews/R1TR56FMLP7WEN?ASIN=B016TMQRXQ,"Reviewed in the United States on June 15, 2017",Nate tate,
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-01-16,TRUE,9,B016V70IGG,5,Perfect engagement ring for my beautiful fiancé.,,,,,,,,,,One person found this helpful,Comes with a certificate of authenticity (not sure how legit) but still,https://www.amazon.com/gp/customer-reviews/R1F5YAH30V9JC6?ASIN=B016TMQRXQ,"Reviewed in the United States on January 16, 2019",Kal Vin,Metal Type: White GoldRing Size: 5.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-04-07,TRUE,10,B016V70IGG,2,The ring is so small you can barely see the diamond.,,,,,,,,,,2 people found this helpful,Shop for jewelry in person.,https://www.amazon.com/gp/customer-reviews/R23D01IYWLFWRK?ASIN=B016TMQRXQ,"Reviewed in the United States on April 7, 2020",Sabrina Turner,Metal Type: White GoldRing Size: 8.5
